,Facility Name,NPDES ID,City,State,EPA Region,Reporting Year,Certified Date,Reporting Obligation(s),Amount of Biosolids Generated,Violation Count,Violation Type(s),Management Practice Type(s),Amount of Biosolids Managed - Land Applied,Amount of Biosolids Managed - Surface Disposal,Amount of Biosolids Managed - Incinerated,Amount of Biosolids Managed - Other Management Practice,Pathogen Class(es),sic_permit
3523,CORONA WWTP 1,CAL000383,CORONA,CA,9,2022,2023-02-21T09:29:39.699-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,2374.11,0,,Other Management Practice,,,,2374.11,Class B,"[2653, 2653, 2653, 2653, 4953, 4953, 4953, 4953, 241, 241, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 4225, 4225, 5411, 5411, 5541, 5541, 4225, 4225, 3463, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 4581, 4581, 5541, 5541, 7334, 7334, 2836, 2836, 8111, 3629, 3629, 172, 172, 5541, 5541, 7532, 7532, 5541, 5541, 5331, 5331, 5541, 5541, 5541, 5541, 5541, 5541, 179, 179, 5541, 5541, 5541, 5541, 5399, 5399, 5541, 5541, 5541, 5541, 5541, 5541, 5541, 3728, 3728, 8011, 8011, 2037, 2037, 5047, 5511, 5331, 5651, 5651, 273, 5651, 241, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 7532, 5651, 5651, 5541, 5511, 5331, 5331, 5651, 3714, 3269, 7532, 5651, 5651, 5651, 5541, 7538, 5651, 5651, 5399, 7538, 5651, 5651, 5651, 5651, 7538, 5651, 5651, 5651, 5651, 8734, 7353, 5651, 5651, 5651, 5651, 5651, 5651, 5651, 5719, 2899, 7532, 5651, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 3444, 3444, 1446, 1446, 1446, 4212, 4212, 3841, 3841, 5093, 5093, 2434, 2519, 2434, 2434, 2434, 5331]"
3524,LAKE COUNTY NW REGIONAL PLANT,CAL004072,LAKEPORT,CA,9,2022,2023-02-16T10:16:07.384-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,0.0,0,,Other Management Practice,,,,,Not Applicable,['NO_SIC_MATCH']
3525,"HOOD RIVER, CITY OF",ORL020788,HOOD RIVER,OR,10,2022,2023-02-17T16:13:48.931-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,403.0,0,,Land Application,328.0,,,,Class B,"[4952, 4952, 4952, 4952]"
3526,SAN BERNARDINO WRF,CAL105392,SAN BERNARDINO,CA,9,2022,2023-02-16T18:37:36.028-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",4580.26,0,,Other Management Practice,,,,4580.25,"Class A EQ, Class A, Not Applicable",[4941]
3527,"ABERDEEN PROVING GROUND, ABERDEEN AREA WWTP",MDL021237,ABERDEEN,MD,3,2022,2023-02-15T06:23:19.835-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",66.2,0,,Land Application,66.2,,,,Class A,['NO_SIC_MATCH']
3528,COMMISSIONERS OF ABERDEEN,MDL021563,ABERDEEN,MD,3,2022,2023-02-15T06:54:38.173-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",311.6,0,,Land Application,513.1,,,,Class A,"[4952, 4953, 4953, 4952, 4952, 9511, 4952, 4953, 4952, 4952]"
3529,SOUTHWEST REGIONAL WWTP,FLL012954,BARTOW,FL,4,2022,2023-02-15T07:22:25.214-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",635.29,0,,Other Management Practice,,,,635.29,Class B,['NO_SIC_MATCH']
3530,NORTHEAST REGIONAL WWTF,FLL012967,BARTOW,FL,4,2022,2023-02-15T07:31:28.160-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1337.09,0,,Other Management Practice,,,,1337.09,Class B,['NO_SIC_MATCH']
3531,NORTHWEST REGIONAL,FLL178667,WINTER HAVEN,FL,4,2022,2023-02-15T07:40:03.914-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",252.34,0,,Other Management Practice,,,,252.34,Class B,['NO_SIC_MATCH']
3532,CITY OF CARBONDALE SOUTHEAST STP,ILL027898,CARBONDALE,IL,5,2022,2023-02-15T08:41:48.271-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,358.5,0,,Land Application,358.5,,,,Class A,"[4952, 4952, 4952]"
3533,UPPER GWYNEDD-TOWAMENCIN MUN A,PAL039004,LANSDALE,PA,3,2022,2023-02-21T15:20:25.855-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW that serves 10,000 people or more",1899.24,1,Land Application,Land Application,1899.24,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3534,"CITY OF SALISBURY, TOWN CREEK WWTP",NCL023892,SALISBURY,NC,4,2022,2023-02-16T14:11:09.311-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,205.0,0,,"Land Application, Other Management Practice",205.0,,,200.9,"Class B, Not Applicable",['NO_SIC_MATCH']
3535,"SEYMOUR WWTP, CITY OF",INL024473,SEYMOUR,IN,5,2022,2023-03-09T12:23:56.981-0500,"A POTW that serves 10,000 people or more",850.34,0,,Other Management Practice,,,,830.34,Class B,['NO_SIC_MATCH']
3536,CITY OF CHATTANOOGA,TNL024210,CHATTANOOGA,TN,4,2022,2023-02-16T14:46:39.436-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW that serves 10,000 people or more",22791.0,1,Land Application,"Land Application, Other Management Practice",21268.1,,,698.5,"Class B, Not Applicable","[4952, 4952, 4952, 4952, 4952, 4952]"
3537,NV REGIONAL WASTEWATER TREATMENT FACILITY,FLL010185,NICEVILLE,FL,4,2022,2023-02-15T09:46:00.474-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",434.58,0,,Land Application,434.58,,,,Class B,['NO_SIC_MATCH']
3538,SYNGARO SAND ISLAND HEAT DRYER,HIL010500,HONOLULU,HI,9,2022,2023-02-21T15:09:02.939-0500,Other,2186.0,0,,"Land Application, Other Management Practice",1280.0,,,906.0,"Class A EQ, Not Applicable",['NO_SIC_MATCH']
3539,IL AMERICAN WTR COMPANY-CHICKSAW HILLS WRF,ILL031984,LOCKPORT,IL,5,2022,2023-02-15T10:04:58.256-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,54.8,0,,Land Application,54.8,,,,Class B,[4952]
3540,IPSWICH W W T F,MAL100609,IPSWICH,MA,1,2022,2023-02-15T10:28:56.034-0500,"A POTW that serves 10,000 people or more",430.0,0,,Land Application,430.0,,,,Class A,['NO_SIC_MATCH']
3541,BOROUGH OF PHOENIXVILLE,PAL027154,PHOENIXVILLE,PA,3,2022,2023-02-15T11:02:16.579-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",199.12,0,,Land Application,199.12,,,,Class B,"[4952, 4952]"
3542,ALTOONA CITY AUTHORITY-WESTERL,PAL027022,ALTOONA,PA,3,2022,2023-02-15T09:51:29.650-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",846.99,0,,Land Application,555.46,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
3543,FALLBROOK PUBLIC UTILITY DISTRICT WATER RECLAMATION PLANT,CAL108031,FALLBROOK,CA,9,2022,2023-02-19T17:31:45.093-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,316.3,0,,"Other Management Practice, Land Application",178.8,,,137.5,"Class A, Class B",['NO_SIC_MATCH']
3544,NASHUA CITY OF,NHL100170,NASHUA,NH,1,2022,2023-02-17T09:25:47.519-0500,"A POTW that serves 10,000 people or more",2048.0,0,,Land Application,2048.0,,,,Class B,['NO_SIC_MATCH']
3545,WINNEBAGO,MNL025267,WINNEBAGO,MN,5,2022,2023-02-15T12:40:01.964-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,40.0,0,,Land Application,40.0,,,,Class B,"[4952, 4952, 4952]"
3546,ST ROBERT,MOL112925,ST. ROBERT,MO,7,2022,2023-02-15T10:20:24.006-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,82.5,0,,Land Application,82.5,,,,Class B,['NO_SIC_MATCH']
3547,IL AMERICAN WTR CO-SANTA FE,ILL032760,LEMONT,IL,5,2022,2023-02-15T10:25:55.020-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,386.5,0,,Land Application,386.5,,,,Class B,['NO_SIC_MATCH']
3548,CHICOPEE W P C F,MAL101508,CHICOPEE,MA,1,2022,2023-02-15T10:43:42.817-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1124.78,0,,Other Management Practice,,,,1124.78,Not Applicable,"[4952, 4952, 4952, 4952, 4952, 4952]"
3549,NYC DEPT OF ENVIR PROTECTION,NYL026115,CORONA,NY,2,2022,2023-02-17T09:59:19.801-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",8668.0,0,,Other Management Practice,,,,8668.0,Not Applicable,['NO_SIC_MATCH']
3550,IL AMERICAN WTR CO-OAK VALLEY,ILL055981,LOCKPORT,IL,5,2022,2023-02-15T10:34:49.215-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,49.5,0,,Land Application,49.5,,,,Class B,"[4952, 4952]"
3551,CENTRAL DAVIS CO SEWER,UTL020974,KAYSVILLE,UT,8,2022,2023-02-15T12:24:02.198-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2562.0,0,,"Land Application, Other Management Practice",905.0,,,566.0,"Class B, Class A, Not Applicable","[4952, 4952, 4952, 4952, 4952, 9999, 9999, 4952, 4952, 4952]"
3552,NYC DEPT OF ENVIR PROTECTION,NYL026182,CORONA,NY,2,2022,2023-02-17T10:03:31.036-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",10640.0,0,,Other Management Practice,,,,10640.0,Not Applicable,['NO_SIC_MATCH']
3553,"RIO VISTA, CITY OF",CAL083771,RIO VISTA,CA,9,2022,2023-02-17T13:05:54.096-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,720.0,0,,Other Management Practice,,,,701.655,Class A EQ,[4952]
3554,NYC DEPT OF ENVIR PROTECTION,NYL026212,CORONA,NY,2,2022,2023-02-17T16:07:21.449-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",6480.0,0,,"Land Application, Other Management Practice",25996.5,,,16.1,"Class A, Not Applicable",['NO_SIC_MATCH']
3555,LOWER ALLEN TOWNSHIP AUTHORITY,PAL027189,NEW CUMBERLAND,PA,3,2022,2023-02-16T10:14:04.689-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",307.1,0,,Land Application,307.1,,,,Class A EQ,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
3556,"SALEM STP, CITY OF",ILL023264,SALEM,IL,5,2022,2023-02-15T11:27:13.047-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,218.6,0,,Land Application,216.9,,,,Class B,"[4952, 4952, 4952, 4952]"
3557,LOXAHATCHEE ENVIRONMENTAL CONTROL DISTRICT - WWTP,FLL034649,JUPITER,FL,4,2022,2023-02-15T15:10:53.423-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1570.6,0,,Other Management Practice,,,,1570.6,Class A,"[4952, 4952, 4952, 4952, 4952, 4952]"
3558,TRINIDAD CITY OF,COL031232,TRINIDAD,CO,8,2022,2023-02-15T11:55:28.358-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,17.99,0,,Surface Disposal,,17.99,,,Class B,['NO_SIC_MATCH']
3559,LAKE IN THE HILLS SD STP,ILL021733,LAKE IN THE HILLS,IL,5,2022,2023-02-15T15:38:47.383-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",886.74,0,,Land Application,886.74,,,,Class B,"[4952, 4952, 4952, 4952]"
3560,SUNNYVALE WPCP,CAL037621,SUNNYVALE,CA,9,2022,2023-02-17T11:46:19.209-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1896.0,0,,Land Application,1896.0,,,,Class B,['NO_SIC_MATCH']
3561,"DCSD, DUCKETT CREEK DST",MOL085472,O'FALLON,MO,7,2022,2023-02-17T13:02:15.834-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,580.24,0,,Land Application,580.24,,,,Class B,['NO_SIC_MATCH']
3562,VACAVILLE EASTERLY WWTP,CAL077691,ELMIRA,CA,9,2022,2023-02-15T12:24:21.245-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1462.0,0,,Other Management Practice,,,,1462.0,Not Applicable,['NO_SIC_MATCH']
3563,SPANISH FORK WASTE WATER TREAT,UTL020109,SPANISH FORK,UT,8,2022,2023-02-16T13:56:09.365-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",766.57,0,,"Land Application, Other Management Practice",200.0,,,566.89,"Class B, Not Applicable","[4952, 4952, 4952, 4952]"
3564,CRAIG  CITY OF,COL040037,CRAIG,CO,8,2022,2023-02-15T13:11:05.796-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,98.0,0,,Other Management Practice,,,,98.0,Class B,"[4952, 4952]"
3565,SOUTH BEND MUNICIPAL WWTP,INL024520,SOUTH BEND,IN,5,2022,2023-02-21T11:34:44.918-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2287.5,0,,Land Application,1309.7,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 9199, 4952, 4952, 9199, 4952, 4952, 4952]"
3566,MISSION SPRINGS ALAN L. HORTON WWTP,CAL010515,DESERT HOT SPRNGS,CA,9,2022,2023-02-15T13:50:13.891-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",682.66,0,,"Land Application, Surface Disposal",379.38,303.27,,,Class B,['NO_SIC_MATCH']
3567,EL DORADO HILLS WWTP,CAL078671,PLACERVILLE,CA,9,2022,2023-02-16T11:59:32.491-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",576.5,0,,Land Application,576.5,,,,Class B,"[2879, 4952]"
3568,WATER AND SEWER AUTHORITY OF CABARRUS COUNTY,NCL036269,CONCORD,NC,4,2022,2023-02-16T14:54:22.214-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",10007.38,0,,Incineration,,,10007.38,,,"[4952, 4952, 4952, 9999, 4952, 4952, 4952, 4953, 4952]"
3569,TOWN OF ELIZABETHTOWN,NCL026671,ELIZABETHTOWN,NC,4,2022,2023-02-15T13:11:53.979-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,22.0,0,,Other Management Practice,,,,22.0,Not Applicable,"[4952, 4952, 4952, 9999, 4952, 4952]"
3570,CHEROKEE METRO DISTRICT,COL048348,COLORADO SPRINGS,CO,8,2022,2023-02-15T13:53:11.487-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",429.21,0,,"Land Application, Other Management Practice",429.21,,,429.21,Class B,['NO_SIC_MATCH']
3571,WESTBOROUGH W W T P,MAL100412,WESTBOROUGH,MA,1,2022,2023-02-15T13:28:44.885-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1939.56,0,,Other Management Practice,,,,1939.56,Not Applicable,"[4952, 4952, 4952]"
3572,ORANGETOWN (T),NYL026051,ORANGETOWN,NY,2,2022,2023-02-15T15:13:13.862-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1005.19,0,,Land Application,1005.19,,,,Class A EQ,['NO_SIC_MATCH']
3573,CITY OF CLARINDA,IAL035190,CLARINDA,IA,7,2022,2023-02-15T15:07:51.411-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,21.6,0,,Land Application,21.6,,,,Class B,['NO_SIC_MATCH']
3574,TACOMA CENTRAL NO 1,WAL037087,TACOMA,WA,10,2022,2023-02-24T12:50:47.784-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",5177.0,0,,Land Application,5177.0,,,,Class A EQ,"[4952, 8734, 4952, 4952, 9199, 4952]"
3575,TOWN OF JEFFERSON,NCL021709,JEFFERSON,NC,4,2022,2023-02-15T14:29:49.593-0500,Other,25.8,0,,Land Application,25.8,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3576,"NEW MILFORD WPCF, TOWN OF",CTL100391,NEW MILFORD,CT,1,2022,2023-02-15T15:33:27.580-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,335.0,0,,Other Management Practice,,,,335.0,Not Applicable,"[4952, 4952, 4952, 4952]"
3577,LOWER SIOUX INDIAN RESERVATION JACKPOT JUNCTION WWSL,MNL061433,REDWOOD FALLS,MN,5,2022,2023-02-15T14:14:53.488-0500,Other,19.0,0,,Surface Disposal,,19.0,,,Class B,"[4952, 4952]"
3578,MEADVILLE,PAL026271,MEADVILLE,PA,3,2022,2023-02-15T14:21:34.243-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,362.0,0,,Surface Disposal,,362.0,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3579,MARINE PARK STP,WAL024368,VANCOUVER,WA,10,2022,2023-02-15T14:35:00.179-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",3799.6,0,,Other Management Practice,,,,3799.6,Not Applicable,"[7033, 4952]"
3580,SMITHFIELD TOWN HALL,RIL100251,SMITHFIELD,RI,1,2022,2023-02-15T14:31:42.973-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",557.0,0,,Other Management Practice,,,,557.0,Not Applicable,['NO_SIC_MATCH']
3581,"NITRO, CITY OF,SANITARY BOARD",WVL023299,NITRO,WV,3,2022,2023-02-15T14:30:28.666-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,134.3,0,,Other Management Practice,,,,134.3,Class B,"[4952, 4952, 4952, 4952]"
3582,FORT MORGAN CITY OF,COL044849,FORT MORGAN,CO,8,2022,2023-02-15T15:17:21.897-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",180.59,0,,Land Application,180.59,,,,Class B,['NO_SIC_MATCH']
3583,"GREEN FOREST, CITY OF",ARL021741,GREEN FOREST,AR,6,2022,2023-02-15T15:08:27.228-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,342.33,0,,Other Management Practice,,,,342.33,Not Applicable,"[4952, 4952]"
3584,PLUM CREEK WATER RECLAMATION AUTHORITY,COL038547,CASTLE ROCK,CO,8,2022,2023-02-16T14:19:27.587-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",881.5,0,,Other Management Practice,,,,881.5,Class B,"[9511, 4952, 4952, 4952, 9511, 4952, 4952, 4952, 4952, 4952]"
